"created_at","id","quote_count","retweet_count","text","favorite_count"
"Tue Mar 03 00:18:47 +0000 2026","tweet-2028626102336266564","0","2","𝑴ighty
𝑰ntelligent
𝑹ules 
𝑨wesome","3"
"Sat Mar 07 17:44:35 +0000 2026","tweet-2030338836191154616","0","0","https://t.co/iOmtzE69LU","0"
"Sun Mar 08 03:31:04 +0000 2026","tweet-2030486431857058129","0","0","mds eu ia me esbaldar eu sou DOENTE por cosias q envolvem linao","0"
"Mon Mar 02 12:13:13 +0000 2026","tweet-2028443505652044210","0","1","oh i miss being thin and having hip bones bruises","2"
"Fri Mar 06 14:40:40 +0000 2026","tweet-2029930166219329948","0","0","LOOKING FOR FUN TALISAY CITY HERE ALONE RAKO KINSAY NEAR DRE LINAO TALISAY #cebumilker #cebualter #AlterCebu #alterbagets","0"
"Mon Mar 02 01:48:11 +0000 2026","tweet-2028286214617600316","0","0","ka draining baya sigeg atubang pc oy hahahaha maluya jud ko nig out do na para bang pila ka bukid akong gilakaw","0"
"Wed Mar 04 10:47:26 +0000 2026","tweet-2029146693552488808","0","0","Ubo sip-on bughat","0"
"Mon Mar 09 21:57:12 +0000 2026","tweet-2031127187101987245","0","0","Do not fumble this Elliot !! #Patriots","0"
"Wed Mar 04 01:07:21 +0000 2026","tweet-2029000714232750330","0","0","hahhaa litse nga hilanat","0"
"Thu Mar 05 13:53:34 +0000 2026","tweet-2029555924818440311","0","0","because CONgress has ules for them and rules for us!!!","9"
"Thu Mar 05 06:57:38 +0000 2026","tweet-2029451250463338922","0","0","美術館で到着 👱‍♂️","0"
"Tue Mar 03 10:25:59 +0000 2026","tweet-2028778908427178180","0","0","lord tani wla ko anything serious????? tani hilanat lng???","0"
"Tue Mar 03 15:30:48 +0000 2026","tweet-2028855616903790882","0","0","padulong na sad ni hilanat","0"
"Sun Mar 08 20:05:21 +0000 2026","tweet-2030736649588785466","0","0","Weekend off routine

Sat: Digos- Le reve- Kisante (watch ug game ni Jesse 1st game) - Nuangan (2nd game)- Suruyan - Rizal

Sun: Rizal - Linao Ressort - Tulunan (1st game) - Kisante (2nd game) - Dinner - Matcha date💓😇

Salamat, Lord! Sa kusog😇😇","0"
"Thu Mar 26 00:10:39 +0000 2026","tweet-2036958975498072392","0","0","duka, pagod, hilanat, biha ani","0"
"Wed Mar 25 08:58:40 +0000 2026","tweet-2036729469969252638","0","1","Les gens aiment se faire enfler.

La preuve ils continuent d’acheter McDo et à voter pour les mêmes en.ulés qui leurs font la misère.","6"
"Fri Mar 27 05:21:15 +0000 2026","tweet-2037399530430447865","0","0","找铲铲搭子","0"
"Thu Mar 26 13:14:12 +0000 2026","tweet-2037156161288384636","0","0","@Linao__ les racistes vont s’acharner sur le bouton lddkekdkxkd","2"
"Mon Mar 23 07:55:35 +0000 2026","tweet-2035988815240958454","0","0","M0st l€@ders ®ule ©0untr¡e$
but our L€@der, Imam Khamenei, ®ules our h€a®ts f0r€ver.
H¡s light is a candle n0 one can ever €xtinguish
even Ma®tyrd0m c0uld n0t d¡m it,be©ause true light only gr0ws st®0nger aft€r $@©rifice.
#tadc #IranWar #khamenie #Israël #ismaiları https://t.co/JBO8WHx9At","2"
"Fri Mar 27 12:32:35 +0000 2026","tweet-2037508079017992439","0","0","@AA_Gabriel1111 @AnneBreto7 There is a new wavelength in town

440 what? 

They never met Hz.ULES!

HAHA

Braaap 

:)","1"
"Sat Mar 21 20:46:11 +0000 2026","tweet-2035457970599838172","0","0","you can miss someone and still not want them back","0"
"Wed Mar 25 23:56:50 +0000 2026","tweet-2036955501359927299","0","0","@Linao__ mdrrr le pauvre en vrai","3"
"Wed Mar 25 19:03:30 +0000 2026","tweet-2036881680422535606","0","0","Bande d'en#ulés !!!!","0"
"Sat Mar 28 14:09:27 +0000 2026","tweet-2037894842089353250","0","0","LES EN,ULÉS !!!","0"
"Mon Mar 23 19:07:08 +0000 2026","tweet-2036157817292271734","0","0","girls night &gt; any date ever","0"
"Thu Mar 26 13:33:32 +0000 2026","tweet-2037161029235245343","0","0","Maluya React To Kid Crying For Ishowspeed In South Africa🇿🇦 Who think Ishowspeed is in Hospital https://t.co/7f42JdvB0q","1"
"Sun Mar 29 04:15:11 +0000 2026","tweet-2038107679433064604","0","0","👫📹","0"
"Fri Mar 27 17:06:31 +0000 2026","tweet-2037577016963395693","0","0","today was so so so great!! even tho i was dealing with gahi nga ubo and sip-on i still managed to finish an activity sa opdent and even report sa roent, imagine i didn’t prepare at all cos I totally forgot i was one of the reporters hahaha","0"
"Tue Mar 24 18:47:36 +0000 2026","tweet-2036515288795996567","0","0","Le RN vous etes des hypocrites qui aime sa gamelle plus que de sauver l'état de la Fran,ce alors SVP Fermez vos Gu&amp;ules","0"
"Fri Mar 27 08:26:40 +0000 2026","tweet-2037446191604969545","0","0","é só postar seu filho da puta","0"
"Thu Mar 26 10:55:19 +0000 2026","tweet-2037121212426633340","0","0","@NoeJeanz sorry maluya ang brain ofc i love this song","1"
"Tue Mar 24 13:48:10 +0000 2026","tweet-2036439934316269707","0","0","Maluya Says If you play Gta ..you must make your own server so that you can make money after Fanum Reveal His Making Seven Figures on Gta Server https://t.co/RY3NXqtOZZ","0"
"Sun Mar 22 07:34:38 +0000 2026","tweet-2035621158419341484","0","0","this is SO HUMILIATING","0"
"Mon Mar 23 18:48:26 +0000 2026","tweet-2036153111581171895","0","0","https://t.co/gIaapJZchj","0"
"Tue Mar 31 02:56:24 +0000 2026","tweet-2038812628894581057","0","0","Equality means rewriting the r👍ules so everyone has a f🌻air chance to win. Let’s create a game where all can play.  EquityForAll EqualForAll","0"
